team_id,status,note,setup_link,expires_at,email_subject,email_body
test1,ok,,https://sankalpbharat.stvincentngp.edu.in/final-round/setup-password?token=eyJ0ZWFtSWQiOiJ0ZXN0MSIsInBhc3N3b3JkSGFzaERpZ2VzdCI6ImVmNzk3YzgxMThmMDJkZmI2NDk2MDdkZDVkM2Y4Yzc2MjMwNDhjOWMwNjNkNTMyY2M5NWM1ZWQ3YTg5OGE2NGYiLCJleHAiOjE3NzYzNDI4MDEsIm5vbmNlIjoiYmM3YjE3ZGM4N2IwZWRhMzBjODlmYjkwIn0.2EJAES1nFDdhvAg1mW-GYi2nvbVb4KHPd861lIK8vC4,2026-04-16T12:33:21.396Z,Sankalp Bharat 2K26 Final Round Password Setup,"Hello CE1,

Please set your Final Round portal password using this secure link:
https://sankalpbharat.stvincentngp.edu.in/final-round/setup-password?token=eyJ0ZWFtSWQiOiJ0ZXN0MSIsInBhc3N3b3JkSGFzaERpZ2VzdCI6ImVmNzk3YzgxMThmMDJkZmI2NDk2MDdkZDVkM2Y4Yzc2MjMwNDhjOWMwNjNkNTMyY2M5NWM1ZWQ3YTg5OGE2NGYiLCJleHAiOjE3NzYzNDI4MDEsIm5vbmNlIjoiYmM3YjE3ZGM4N2IwZWRhMzBjODlmYjkwIn0.2EJAES1nFDdhvAg1mW-GYi2nvbVb4KHPd861lIK8vC4

This link expires at: 2026-04-16T12:33:21.396Z

After setting your password, log in at https://sankalpbharat.stvincentngp.edu.in/final-round

Regards,
Sankalp Bharat Team"
test2,ok,,https://sankalpbharat.stvincentngp.edu.in/final-round/setup-password?token=eyJ0ZWFtSWQiOiJ0ZXN0MiIsInBhc3N3b3JkSGFzaERpZ2VzdCI6ImVmNzk3YzgxMThmMDJkZmI2NDk2MDdkZDVkM2Y4Yzc2MjMwNDhjOWMwNjNkNTMyY2M5NWM1ZWQ3YTg5OGE2NGYiLCJleHAiOjE3NzYzNDI4MDEsIm5vbmNlIjoiNWM5ZWMzNDMyNTE0NzUwYmI2ODM4NTQyIn0.IVBpsiTcn9R-Gy6ywz0Hd1lHmI7byDjX1TP9WVGVuxI,2026-04-16T12:33:21.396Z,Sankalp Bharat 2K26 Final Round Password Setup,"Hello CE2,

Please set your Final Round portal password using this secure link:
https://sankalpbharat.stvincentngp.edu.in/final-round/setup-password?token=eyJ0ZWFtSWQiOiJ0ZXN0MiIsInBhc3N3b3JkSGFzaERpZ2VzdCI6ImVmNzk3YzgxMThmMDJkZmI2NDk2MDdkZDVkM2Y4Yzc2MjMwNDhjOWMwNjNkNTMyY2M5NWM1ZWQ3YTg5OGE2NGYiLCJleHAiOjE3NzYzNDI4MDEsIm5vbmNlIjoiNWM5ZWMzNDMyNTE0NzUwYmI2ODM4NTQyIn0.IVBpsiTcn9R-Gy6ywz0Hd1lHmI7byDjX1TP9WVGVuxI

This link expires at: 2026-04-16T12:33:21.396Z

After setting your password, log in at https://sankalpbharat.stvincentngp.edu.in/final-round

Regards,
Sankalp Bharat Team"
test3,ok,,https://sankalpbharat.stvincentngp.edu.in/final-round/setup-password?token=eyJ0ZWFtSWQiOiJ0ZXN0MyIsInBhc3N3b3JkSGFzaERpZ2VzdCI6ImVmNzk3YzgxMThmMDJkZmI2NDk2MDdkZDVkM2Y4Yzc2MjMwNDhjOWMwNjNkNTMyY2M5NWM1ZWQ3YTg5OGE2NGYiLCJleHAiOjE3NzYzNDI4MDEsIm5vbmNlIjoiZTFlMjYwZjZmZWFlYmMyODkyMzk1YjE1In0.7WC6GYCo1DAVZAVfIfnXHlQ4af8B7dMnWOFsOwPONo8,2026-04-16T12:33:21.396Z,Sankalp Bharat 2K26 Final Round Password Setup,"Hello CE3,

Please set your Final Round portal password using this secure link:
https://sankalpbharat.stvincentngp.edu.in/final-round/setup-password?token=eyJ0ZWFtSWQiOiJ0ZXN0MyIsInBhc3N3b3JkSGFzaERpZ2VzdCI6ImVmNzk3YzgxMThmMDJkZmI2NDk2MDdkZDVkM2Y4Yzc2MjMwNDhjOWMwNjNkNTMyY2M5NWM1ZWQ3YTg5OGE2NGYiLCJleHAiOjE3NzYzNDI4MDEsIm5vbmNlIjoiZTFlMjYwZjZmZWFlYmMyODkyMzk1YjE1In0.7WC6GYCo1DAVZAVfIfnXHlQ4af8B7dMnWOFsOwPONo8

This link expires at: 2026-04-16T12:33:21.396Z

After setting your password, log in at https://sankalpbharat.stvincentngp.edu.in/final-round

Regards,
Sankalp Bharat Team"
test4,ok,,https://sankalpbharat.stvincentngp.edu.in/final-round/setup-password?token=eyJ0ZWFtSWQiOiJ0ZXN0NCIsInBhc3N3b3JkSGFzaERpZ2VzdCI6ImVmNzk3YzgxMThmMDJkZmI2NDk2MDdkZDVkM2Y4Yzc2MjMwNDhjOWMwNjNkNTMyY2M5NWM1ZWQ3YTg5OGE2NGYiLCJleHAiOjE3NzYzNDI4MDEsIm5vbmNlIjoiM2Q5MzA0MDkxNzdkMzVkYzdjODA2MDMxIn0.qjthnzigml599Z6GJpxBbOFv0Kwoc4rz7VIXm3K35N0,2026-04-16T12:33:21.396Z,Sankalp Bharat 2K26 Final Round Password Setup,"Hello CE4,

Please set your Final Round portal password using this secure link:
https://sankalpbharat.stvincentngp.edu.in/final-round/setup-password?token=eyJ0ZWFtSWQiOiJ0ZXN0NCIsInBhc3N3b3JkSGFzaERpZ2VzdCI6ImVmNzk3YzgxMThmMDJkZmI2NDk2MDdkZDVkM2Y4Yzc2MjMwNDhjOWMwNjNkNTMyY2M5NWM1ZWQ3YTg5OGE2NGYiLCJleHAiOjE3NzYzNDI4MDEsIm5vbmNlIjoiM2Q5MzA0MDkxNzdkMzVkYzdjODA2MDMxIn0.qjthnzigml599Z6GJpxBbOFv0Kwoc4rz7VIXm3K35N0

This link expires at: 2026-04-16T12:33:21.396Z

After setting your password, log in at https://sankalpbharat.stvincentngp.edu.in/final-round

Regards,
Sankalp Bharat Team"
test5,ok,,https://sankalpbharat.stvincentngp.edu.in/final-round/setup-password?token=eyJ0ZWFtSWQiOiJ0ZXN0NSIsInBhc3N3b3JkSGFzaERpZ2VzdCI6ImVmNzk3YzgxMThmMDJkZmI2NDk2MDdkZDVkM2Y4Yzc2MjMwNDhjOWMwNjNkNTMyY2M5NWM1ZWQ3YTg5OGE2NGYiLCJleHAiOjE3NzYzNDI4MDEsIm5vbmNlIjoiYzRjYTIxMGE3ZGFmYjYyMDZkNzQ3MjBiIn0.vPp6quKWhwJAucP7p0EfMUpvADQnCbihOwc2W1VOy40,2026-04-16T12:33:21.396Z,Sankalp Bharat 2K26 Final Round Password Setup,"Hello CE5,

Please set your Final Round portal password using this secure link:
https://sankalpbharat.stvincentngp.edu.in/final-round/setup-password?token=eyJ0ZWFtSWQiOiJ0ZXN0NSIsInBhc3N3b3JkSGFzaERpZ2VzdCI6ImVmNzk3YzgxMThmMDJkZmI2NDk2MDdkZDVkM2Y4Yzc2MjMwNDhjOWMwNjNkNTMyY2M5NWM1ZWQ3YTg5OGE2NGYiLCJleHAiOjE3NzYzNDI4MDEsIm5vbmNlIjoiYzRjYTIxMGE3ZGFmYjYyMDZkNzQ3MjBiIn0.vPp6quKWhwJAucP7p0EfMUpvADQnCbihOwc2W1VOy40

This link expires at: 2026-04-16T12:33:21.396Z

After setting your password, log in at https://sankalpbharat.stvincentngp.edu.in/final-round

Regards,
Sankalp Bharat Team"
test6,ok,,https://sankalpbharat.stvincentngp.edu.in/final-round/setup-password?token=eyJ0ZWFtSWQiOiJ0ZXN0NiIsInBhc3N3b3JkSGFzaERpZ2VzdCI6ImVmNzk3YzgxMThmMDJkZmI2NDk2MDdkZDVkM2Y4Yzc2MjMwNDhjOWMwNjNkNTMyY2M5NWM1ZWQ3YTg5OGE2NGYiLCJleHAiOjE3NzYzNDI4MDEsIm5vbmNlIjoiYjcxNzI4YjU1YjUwYTIxNmJmNDJkMzdjIn0.D5GmCfkClV309nFkQj-IoTCmvNFKbk2LLZSCRqQa-mE,2026-04-16T12:33:21.396Z,Sankalp Bharat 2K26 Final Round Password Setup,"Hello CE6,

Please set your Final Round portal password using this secure link:
https://sankalpbharat.stvincentngp.edu.in/final-round/setup-password?token=eyJ0ZWFtSWQiOiJ0ZXN0NiIsInBhc3N3b3JkSGFzaERpZ2VzdCI6ImVmNzk3YzgxMThmMDJkZmI2NDk2MDdkZDVkM2Y4Yzc2MjMwNDhjOWMwNjNkNTMyY2M5NWM1ZWQ3YTg5OGE2NGYiLCJleHAiOjE3NzYzNDI4MDEsIm5vbmNlIjoiYjcxNzI4YjU1YjUwYTIxNmJmNDJkMzdjIn0.D5GmCfkClV309nFkQj-IoTCmvNFKbk2LLZSCRqQa-mE

This link expires at: 2026-04-16T12:33:21.396Z

After setting your password, log in at https://sankalpbharat.stvincentngp.edu.in/final-round

Regards,
Sankalp Bharat Team"
test7,ok,,https://sankalpbharat.stvincentngp.edu.in/final-round/setup-password?token=eyJ0ZWFtSWQiOiJ0ZXN0NyIsInBhc3N3b3JkSGFzaERpZ2VzdCI6ImVmNzk3YzgxMThmMDJkZmI2NDk2MDdkZDVkM2Y4Yzc2MjMwNDhjOWMwNjNkNTMyY2M5NWM1ZWQ3YTg5OGE2NGYiLCJleHAiOjE3NzYzNDI4MDEsIm5vbmNlIjoiNDhkMDY3NGFlZjUwMWJjNzM4YjhmM2MwIn0.LSQdP69-T5pr2QRn-s2pkpJXAyAvfCK_f40kGRuVtz8,2026-04-16T12:33:21.396Z,Sankalp Bharat 2K26 Final Round Password Setup,"Hello CE7,

Please set your Final Round portal password using this secure link:
https://sankalpbharat.stvincentngp.edu.in/final-round/setup-password?token=eyJ0ZWFtSWQiOiJ0ZXN0NyIsInBhc3N3b3JkSGFzaERpZ2VzdCI6ImVmNzk3YzgxMThmMDJkZmI2NDk2MDdkZDVkM2Y4Yzc2MjMwNDhjOWMwNjNkNTMyY2M5NWM1ZWQ3YTg5OGE2NGYiLCJleHAiOjE3NzYzNDI4MDEsIm5vbmNlIjoiNDhkMDY3NGFlZjUwMWJjNzM4YjhmM2MwIn0.LSQdP69-T5pr2QRn-s2pkpJXAyAvfCK_f40kGRuVtz8

This link expires at: 2026-04-16T12:33:21.396Z

After setting your password, log in at https://sankalpbharat.stvincentngp.edu.in/final-round

Regards,
Sankalp Bharat Team"
test8,ok,,https://sankalpbharat.stvincentngp.edu.in/final-round/setup-password?token=eyJ0ZWFtSWQiOiJ0ZXN0OCIsInBhc3N3b3JkSGFzaERpZ2VzdCI6ImVmNzk3YzgxMThmMDJkZmI2NDk2MDdkZDVkM2Y4Yzc2MjMwNDhjOWMwNjNkNTMyY2M5NWM1ZWQ3YTg5OGE2NGYiLCJleHAiOjE3NzYzNDI4MDEsIm5vbmNlIjoiN2RjNDhkYWE0MGIyMjNjM2U1MTgwNGZhIn0.DmYJY4bx1QalR0DpFG4N6iM3BEse8wZBvTbQaMEt634,2026-04-16T12:33:21.396Z,Sankalp Bharat 2K26 Final Round Password Setup,"Hello CE8,

Please set your Final Round portal password using this secure link:
https://sankalpbharat.stvincentngp.edu.in/final-round/setup-password?token=eyJ0ZWFtSWQiOiJ0ZXN0OCIsInBhc3N3b3JkSGFzaERpZ2VzdCI6ImVmNzk3YzgxMThmMDJkZmI2NDk2MDdkZDVkM2Y4Yzc2MjMwNDhjOWMwNjNkNTMyY2M5NWM1ZWQ3YTg5OGE2NGYiLCJleHAiOjE3NzYzNDI4MDEsIm5vbmNlIjoiN2RjNDhkYWE0MGIyMjNjM2U1MTgwNGZhIn0.DmYJY4bx1QalR0DpFG4N6iM3BEse8wZBvTbQaMEt634

This link expires at: 2026-04-16T12:33:21.396Z

After setting your password, log in at https://sankalpbharat.stvincentngp.edu.in/final-round

Regards,
Sankalp Bharat Team"
test9,ok,,https://sankalpbharat.stvincentngp.edu.in/final-round/setup-password?token=eyJ0ZWFtSWQiOiJ0ZXN0OSIsInBhc3N3b3JkSGFzaERpZ2VzdCI6ImVmNzk3YzgxMThmMDJkZmI2NDk2MDdkZDVkM2Y4Yzc2MjMwNDhjOWMwNjNkNTMyY2M5NWM1ZWQ3YTg5OGE2NGYiLCJleHAiOjE3NzYzNDI4MDEsIm5vbmNlIjoiMjQxMGE4YzM3ODBmMTQ5ZjQxODI5MDY3In0.tjnpxFq5UxjjzVRJGRs0kYMJ2LiFpcBKKKIm96kgU2I,2026-04-16T12:33:21.396Z,Sankalp Bharat 2K26 Final Round Password Setup,"Hello CE9,

Please set your Final Round portal password using this secure link:
https://sankalpbharat.stvincentngp.edu.in/final-round/setup-password?token=eyJ0ZWFtSWQiOiJ0ZXN0OSIsInBhc3N3b3JkSGFzaERpZ2VzdCI6ImVmNzk3YzgxMThmMDJkZmI2NDk2MDdkZDVkM2Y4Yzc2MjMwNDhjOWMwNjNkNTMyY2M5NWM1ZWQ3YTg5OGE2NGYiLCJleHAiOjE3NzYzNDI4MDEsIm5vbmNlIjoiMjQxMGE4YzM3ODBmMTQ5ZjQxODI5MDY3In0.tjnpxFq5UxjjzVRJGRs0kYMJ2LiFpcBKKKIm96kgU2I

This link expires at: 2026-04-16T12:33:21.396Z

After setting your password, log in at https://sankalpbharat.stvincentngp.edu.in/final-round

Regards,
Sankalp Bharat Team"
test10,ok,,https://sankalpbharat.stvincentngp.edu.in/final-round/setup-password?token=eyJ0ZWFtSWQiOiJ0ZXN0MTAiLCJwYXNzd29yZEhhc2hEaWdlc3QiOiJlZjc5N2M4MTE4ZjAyZGZiNjQ5NjA3ZGQ1ZDNmOGM3NjIzMDQ4YzljMDYzZDUzMmNjOTVjNWVkN2E4OThhNjRmIiwiZXhwIjoxNzc2MzQyODAxLCJub25jZSI6IjZjMDI3MTA3ODNhNjNlYjI0OGRjMGQzZCJ9.EgJJwV4U8IsTkGKT-jd-4HEFM6SdlCmPRByxicSrXM0,2026-04-16T12:33:21.396Z,Sankalp Bharat 2K26 Final Round Password Setup,"Hello CE10,

Please set your Final Round portal password using this secure link:
https://sankalpbharat.stvincentngp.edu.in/final-round/setup-password?token=eyJ0ZWFtSWQiOiJ0ZXN0MTAiLCJwYXNzd29yZEhhc2hEaWdlc3QiOiJlZjc5N2M4MTE4ZjAyZGZiNjQ5NjA3ZGQ1ZDNmOGM3NjIzMDQ4YzljMDYzZDUzMmNjOTVjNWVkN2E4OThhNjRmIiwiZXhwIjoxNzc2MzQyODAxLCJub25jZSI6IjZjMDI3MTA3ODNhNjNlYjI0OGRjMGQzZCJ9.EgJJwV4U8IsTkGKT-jd-4HEFM6SdlCmPRByxicSrXM0

This link expires at: 2026-04-16T12:33:21.396Z

After setting your password, log in at https://sankalpbharat.stvincentngp.edu.in/final-round

Regards,
Sankalp Bharat Team"
